视频编号,视频文件,Session,题目,A,B,C,D,正确答案,视频时长秒
vid_0231,0231.mp4,8,视频展示的背景主要是哪种景观？,草原风光,海边沙滩,室内教室,城市街道,A,8.126
vid_0232,0232.mp4,7,视频顶部的长条横幅主要是什么颜色？,蓝色,绿色,黄色,红色,C,8.126
vid_0233,0233.mp4,16,视频主要展示的食物是？,月饼,饺子,粽子,汉堡,B,8.126
vid_0234,0234.mp4,9,视频里的人物主要在做什么？,操作牙齿模型,演唱歌曲,打扫卫生,制作贺卡,A,8.126
vid_0235,0235.mp4,3,视频主要展示的内容是什么？,诊室就诊的医患,工地施工的工人,两名cos装扮者互动,泳池游泳的人群,C,8.126
vid_0236,0236.mp4,4,视频中的人物主要在做什么？,围坐吃饭,跳舞表演,快跑锻炼,列队站立,D,8.126
vid_0237,0237.mp4,15,视频拍摄的主要场景是哪里？,学校教室,居家卧室,户外海边,大型超市,B,8.126
vid_0238,0238.mp4,13,视频里的两个人主要在做什么？,写字,打球,做饭,跳舞,D,8.126
vid_0239,0239.mp4,17,视频主要展示的是哪类人物？,老奶奶,成年男子,小女孩,老爷爷,C,8.148
vid_0240,0240.mp4,11,视频主要展示的动物是什么？,仓鼠,猫,兔子,狗,B,8.171
vid_0241,0241.mp4,14,视频画面下方持续出现的是？,年轻女性,年幼孩童,宠物小狗,老年男性,A,8.173
vid_0242,0242.mp4,2,视频画面的背景主色调是？,大红色,橙黄色,天蓝色,翠绿色,B,8.173
vid_0243,0243.mp4,5,视频中多次出现的景观是哪类？,城市广场,鲜花花束,海边风光,山地景观,C,8.173
vid_0244,0244.mp4,1,视频主要展示的动物活动是？,猎豹追捕羚羊,松鼠储存松果,考拉攀爬桉树,天鹅湖面游弋,A,8.196
vid_0245,0245.mp4,12,视频主要展示的动物是什么？,狐狸,小猫,小狗,兔子,A,8.196
vid_0246,0246.mp4,10,视频中女子的上衣主要是什么颜色？,红色,蓝色,黑色,绿色,A,8.196
vid_0247,0247.mp4,10,视频中的人物主要在做什么？,伏案学习,跳舞表演,烹饪做饭,进行健身锻炼,D,8.218
vid_0248,0248.mp4,1,视频的主要背景场景是哪里？,雪山,海边,草原,教室,B,8.219
vid_0249,0249.mp4,12,视频主要展示的动物是什么？,花豹,老虎,黑熊,熊猫,D,8.242
vid_0250,0250.mp4,5,视频中可见人物在做什么？,化妆,打球,洗碗,做饭,A,8.287
vid_0251,0251.mp4,14,视频主要拍摄的场地属于什么场所？,图书馆,运动场馆,医院门诊,居民住宅,B,8.289
vid_0252,0252.mp4,2,视频主要展示的内容是什么？,手机游戏对局,文档编辑界面,唱歌直播录像,动画片片段,A,8.312
vid_0253,0253.mp4,11,视频中的室外正处于什么天气？,下雪,下雨,大雾,晴天,B,8.334
vid_0254,0254.mp4,17,视频中的两个人主要在做什么？,制作手工,互动嬉闹,跑步锻炼,打扫卫生,B,8.335
vid_0255,0255.mp4,16,画面中的男子主要在做什么？,唱歌表演,玩手机游戏,跑步锻炼,烹饪做饭,B,8.405
vid_0256,0256.mp4,13,视频里的人物主要在做什么？,打扫卫生,试穿衣服,唱歌跳舞,烹饪做饭,B,8.405
vid_0257,0257.mp4,8,视频中的工人主要在做什么？,缝制衣服,种植农作物,烹制食物,装卸加工钢筋,D,8.405
vid_0258,0258.mp4,15,视频里围栏中的动物是什么？,鸡,猪,牛,羊,B,8.426
vid_0259,0259.mp4,3,视频中的人们主要在做什么？,跳广播体操,围坐吃饭,接倒下的同伴,搬桌椅,C,8.474
vid_0260,0260.mp4,9,视频主要展示的核心对象是？,山川风景,军人肖像,卡通玩具,蔬菜水果,B,8.474
vid_0261,0261.mp4,4,视频里的两个小女孩主要在做什么？,画画,吃饭,写作业,跳舞,B,8.474
vid_0262,0262.mp4,6,视频中男子主要在做什么？,唱歌跳舞,扫描塑像建立模型,打扫卫生,炒菜做饭,B,8.474
vid_0263,0263.mp4,7,视频中的人物主要在做什么？,烹饪食物,进行角色扮演变装,打扫房间卫生,演奏乐器,B,8.476
vid_0264,0264.mp4,3,视频中的人物主要在做什么？,唱歌表演,画画写字,炒菜做饭,跑步健身,A,8.498
vid_0265,0265.mp4,7,视频中的人物主要在做什么？,伏案写作,烹饪炒菜,对着镜头自拍,跑步锻炼,C,8.498
vid_0266,0266.mp4,4,视频中的女子主要在做什么？,擦拭玻璃,跳健身操,烹饪做饭,操作空调遥控器,D,8.519
vid_0267,0267.mp4,9,视频主要展示的场景是？,热带雨林,高山峡谷,沙漠戈壁,城市湖畔,D,8.521
vid_0268,0268.mp4,6,视频中的人物主要在做什么？,烹饪做饭,跑步锻炼,读书写字,对镜自拍,D,8.544
vid_0269,0269.mp4,8,视频里的主要人物主要在做什么？,泳池游泳戏水,教室上课学习,街边行走摆姿势,厨房做饭炒菜,C,8.566
vid_0270,0270.mp4,13,视频中的小男孩主要在做什么？,快速奔跑,站着听课,跳绳,躺在地面上,D,8.567
vid_0271,0271.mp4,16,视频中户外出现的明显天气现象是？,晴天,大雾,下雨,下雪,C,8.569
vid_0272,0272.mp4,15,视频里两名男子主要在做什么？,看书学习,抬举木椅,打扫卫生,洗菜做饭,B,8.569
vid_0273,0273.mp4,2,视频主要展示的动物是什么？,猫,金鱼,狗,兔子,A,8.589
vid_0274,0274.mp4,11,视频中反复出现的女子在做什么？,跑步健身,炒菜做饭,怀抱小孩,登台唱歌,C,8.59
vid_0275,0275.mp4,17,视频主要展示的是哪类人物？,小男孩,年轻女性,老年女性,老年男性,B,8.59
vid_0276,0276.mp4,12,视频主要展示的是什么？,电影宣传海报,风景摄影作品,社交平台帖子,手绘插画作品,C,8.614
vid_0277,0277.mp4,5,视频中大量出现的动物是？,鸽子,麻雀,海鸥,老鹰,C,8.614
vid_0278,0278.mp4,14,视频展示的主要场景是哪里？,教室,海边,草原,雪山,B,8.614
vid_0279,0279.mp4,1,视频中的人物主要在做什么？,踢足球,打乒乓球,打羽毛球,打篮球,D,8.635
vid_0280,0280.mp4,10,视频主要展示制作的食物是？,鸡蛋小汉堡,水果沙拉,白面肉包子,奶油蛋糕,A,8.639
vid_0281,0281.mp4,11,视频主要展示的内容是什么？,静态风景摄影作品,厨房烹饪教学视频,真实户外足球比赛,手机游戏对局画面,D,8.66
vid_0282,0282.mp4,1,视频开头的白衣男子在做什么？,躺着休息睡觉,蹲着面对小女孩,跑着追赶他人,站着烹饪做饭,B,8.66
vid_0283,0283.mp4,15,视频中反复出现的白发年长者是？,青年男性,老年女性,青年女性,老年男性,D,8.682
vid_0284,0284.mp4,13,视频中的人物主要在做什么动作？,写字,吃饭,跑步,握手,D,8.707
vid_0285,0285.mp4,6,视频中后方黑衣男子主要在做什么？,扫地,看书,画画,吃饭,D,8.707
vid_0286,0286.mp4,3,视频主要展示的动物是？,长颈鹿,大熊猫,大象,狮子,A,8.707
vid_0287,0287.mp4,9,视频里的人物主要在做什么？,卧床休息,牵手行走,用餐吃饭,跳舞表演,B,8.707
vid_0288,0288.mp4,2,视频中的人物主要在做什么？,玩手机游戏,烹饪做饭,阅读纸质书,弹奏乐器,A,8.709
vid_0289,0289.mp4,14,视频中的老虎主要在做什么？,快速奔跑,啃食肉类,用前爪捂脸部,趴着睡觉,C,8.728
vid_0290,0290.mp4,16,视频里的人物主要在做什么？,教室写作业,倚靠路边护栏,厨房做饭,操场跑步,B,8.728
vid_0291,0291.mp4,4,视频中的学生主要在做什么？,互相簇拥戏耍,做广播体操,安静坐着听课,排队打饭,A,8.728
vid_0292,0292.mp4,8,视频里的人物主要在做什么？,清洗餐具,打羽毛球,阅读书籍,整理头发,D,8.728
vid_0293,0293.mp4,10,视频中的男子主要在做什么？,教室讲课,厨房炒菜,操场跑步,坐在汽车里,D,8.752
vid_0294,0294.mp4,7,视频中的成年男子主要在做什么？,烹饪做饭,弹奏乐器,伏案书写办公,轻拍熟睡的婴儿,D,8.752
vid_0295,0295.mp4,5,视频主要展示什么内容？,养老金相关数据,美食制作教程,动画影视片段,健身教学视频,A,8.776
vid_0296,0296.mp4,17,视频里的女性主要在做什么？,坐着用餐,打扫卫生,登台表演,被陪同出行,D,8.776
vid_0297,0297.mp4,12,视频中的人物主要在做什么？,烹饪做饭,跑步锻炼,阅读写字,对着镜头自拍,D,8.776
vid_0298,0298.mp4,10,视频中人物主要在做什么？,泡制茶饮,清洗蔬菜,擦拭桌椅,缝制衣服,A,8.798
vid_0299,0299.mp4,12,视频中的活动主要发生在哪里？,地下矿井,河边公园,海底世界,居民家中,B,8.798
vid_0300,0300.mp4,17,视频中的人物主要在进行什么活动？,制作美食,书写作业,进行枪战对战,跳舞表演,C,8.799
vid_0301,0301.mp4,5,视频中的女运动员主要在做什么？,投掷铅球,跳高,跳远,短跑,B,8.799
vid_0302,0302.mp4,7,视频中的小宝宝主要在做什么？,扶着床沿站立,低头玩玩具,在床上向前挪动,坐椅子上吃饭,C,8.846
vid_0303,0303.mp4,14,视频中人物主要在做什么？,玩手机游戏对战,在厨房炒菜,在图书馆看书,在操场打篮球,A,8.846
vid_0304,0304.mp4,4,视频中的男子主要在做什么？,护理女子脚部,帮女子梳头发,烹饪饭菜,打扫房间卫生,A,8.868
vid_0305,0305.mp4,16,视频主要展示的是什么？,课程表,美食菜谱,自驾游路线图,漫画扉页,C,8.869
vid_0306,0306.mp4,8,视频中的女子主要在做什么？,跳舞,静坐,跑步,捡贝壳,A,8.869
vid_0307,0307.mp4,2,视频中玩家主要在做什么？,挖方块收集材料,搭建房屋建筑,和怪物战斗,给物体和角色染色,D,8.892
vid_0308,0308.mp4,13,视频中的男子主要在做什么？,营救石坡上的小狗,在水中游泳玩耍,蹲在岸边清洗衣物,站在坡上观景拍照,A,8.892
vid_0309,0309.mp4,11,视频中坐着的男子主要在做什么？,吃饭,打电话,看书,写字,B,8.937
vid_0310,0310.mp4,1,视频主要展示的是下列哪种食物？,煮鸡蛋,白米饭,带黄豆的酱料,红烧排骨,C,8.939
vid_0311,0311.mp4,3,视频中的人物主要在做什么？,做饭,跳舞,打球,画画,B,8.939
vid_0312,0312.mp4,6,视频中的人物主要在做什么？,围坐吃饭聊天,安静伏案学习,集体操练打拳,独自跑步锻炼,C,8.939
vid_0313,0313.mp4,9,视频里球员主要和小男孩做什么？,击掌,签名,合影,拥抱,A,8.947
vid_0314,0314.mp4,15,视频主要展示的动物是什么？,狗,羊,猪,牛,D,8.961
vid_0315,0315.mp4,14,站着的女士外套主色调是什么？,黄色,红色,蓝色,黑色,A,8.962
vid_0316,0316.mp4,10,视频中的人物主要处于什么状态？,跑步,坐着,跳舞,跳绳,B,8.969
vid_0317,0317.mp4,17,视频中的男子主要在做什么？,在操场跑步,在泳池游泳,在厨房炒菜,面向镜头坐着,D,8.984
vid_0318,0318.mp4,5,视频的主要场景是哪里？,商场,教室,草原,海边,D,8.984
vid_0319,0319.mp4,8,视频里的人物主要在做什么？,睡觉,走路,做饭,跳舞,B,8.985
vid_0320,0320.mp4,13,视频中的光头动画男子主要在做什么？,弹奏钢琴,用望远镜观察,炒菜做饭,打扫房间,B,8.985
vid_0321,0321.mp4,4,视频主要展示的是什么？,自然山水风景,真实家养宠物,日常家居用品,Q版卡通人物,D,9.007
vid_0322,0322.mp4,12,视频中的人物主要在做什么？,打扫卫生,唱歌跳舞,持笔答题,炒菜做饭,C,9.007
vid_0323,0323.mp4,2,视频的主要拍摄场景是哪里？,厨房,海边,教室,卧室,D,9.007
vid_0324,0324.mp4,11,视频中的男子正在做什么？,购物,理发,做核酸检测,吃饭,C,9.007
vid_0325,0325.mp4,7,视频的主要拍摄场景是哪里？,海边沙滩,厨房餐厅,露天篮球场,室内教室,C,9.007
vid_0326,0326.mp4,3,视频后半段画面中心的人物是？,幼龄儿童,短发男性,长发女性,白发老人,C,9.008
vid_0327,0327.mp4,15,视频中持续飘动的白色物体是什么？,碎纸片,鸟羽毛,蒲公英飞絮,雪花,C,9.008
vid_0328,0328.mp4,9,视频中的人主要在做什么？,玩电子游戏,打扫卫生,烹饪做饭,跑步锻炼,A,9.008
vid_0329,0329.mp4,16,视频中的男子主要在做什么？,展示自身健硕身材,教室认真听课,操场跑步锻炼,烹饪制作菜肴,A,9.055
vid_0330,0330.mp4,6,视频主要展示的内容是什么？,电视剧片段,手游对局画面,唱歌表演,书法创作,B,9.055
vid_0331,0331.mp4,1,视频主要展示了什么？,奔跑的野生动物,厨房的锅碗瓢盆,教室的黑板课桌,穿cos服饰的人物,D,9.077
vid_0332,0332.mp4,1,视频中的主要人物坐在什么物品上？,小板凳,轮椅,木沙发,自行车,B,9.078
vid_0333,0333.mp4,6,视频中的游戏角色主要在做什么？,唱歌跳舞,下河捕鱼,持枪对战,生火做饭,C,9.078
vid_0334,0334.mp4,9,视频中的人物主要在做什么？,做饭,打篮球,打理发型,画画,C,9.125
vid_0335,0335.mp4,16,视频中的玩家主要在做什么？,给物体染色,跑步锻炼,弹奏钢琴,生火做饭,A,9.125
vid_0336,0336.mp4,15,视频里的两个人主要在做什么？,跑步锻炼,坐着吃饭,面对面站立互动,伏案写字,C,9.125
vid_0337,0337.mp4,3,视频主要展示的是什么活动？,制作手工陶艺,拍摄风景照片,游玩射击游戏,进行篮球比赛,C,9.148
vid_0338,0338.mp4,11,视频中的主要场景是哪里？,教室,卧室,厨房,操场,A,9.171
vid_0339,0339.mp4,2,视频后半段出现的动物是什么？,小猫,小狗,小鸡,小鸭,B,9.171
vid_0340,0340.mp4,4,视频中可见人物正在做什么？,洗碗,炒菜,扫地,擦窗,A,9.194
vid_0341,0341.mp4,7,视频中人物主要在做什么？,调制食物,打扫卫生,缝制衣服,弹奏乐器,A,9.194
vid_0342,0342.mp4,12,视频中的人物主要在做什么？,阅读写字,打斗交手,烹饪做饭,跳舞表演,B,9.203
vid_0343,0343.mp4,8,视频中人物主要在做什么？,写字画画,烹饪做饭,跳舞运动,打理头发做发型,D,9.216
vid_0344,0344.mp4,13,视频的背景属于什么场景？,深海海底景观,城市商圈街道,室内教室课堂,户外自然风景,D,9.217
vid_0345,0345.mp4,5,视频中的人物主要在做什么？,打水仗,面对面互动,跳双人舞蹈,一起做饭,B,9.241
vid_0346,0346.mp4,17,视频中的男子主要在做什么？,烹饪做饭,唱歌跳舞,怀抱闭眼女孩,跑步锻炼,C,9.241
vid_0347,0347.mp4,14,视频主要展示的是什么？,购物小票,电影票,考试成绩单,餐厅菜单,C,9.264
vid_0348,0348.mp4,10,视频中的人物主要在做什么？,弹奏乐器,打扫卫生,吃饭用餐,展示加绒工装套装,D,9.264
vid_0349,0349.mp4,5,视频中的角色主要在做什么？,唱歌跳舞,跑步健身,烹饪食物,领取游戏等级奖励,D,9.286
vid_0350,0350.mp4,17,视频里的红衣小女孩主要在做什么？,写作业,拍皮球,跳绳,骑儿童三轮车,D,9.286
vid_0351,0351.mp4,14,视频中的人物主要在做什么？,做饭炒菜,走下楼梯,写字画画,唱歌跳舞,B,9.287
vid_0352,0352.mp4,10,视频主要展示哪类物品？,厨房餐具,运动器材,儿童玩具,各式女士服饰,D,9.287
vid_0353,0353.mp4,7,视频里的人们主要在做什么？,做核酸检测,表演节目,排队买东西,体育锻炼,A,9.31
vid_0354,0354.mp4,8,视频里的人物主要在做什么？,炒菜做饭,写作业,边跳边向前走,打乒乓球,C,9.31
vid_0355,0355.mp4,16,视频中的人员主要在做什么？,开展心肺复苏训练,进行篮球比赛,打扫卫生,演奏乐器,A,9.334
vid_0356,0356.mp4,9,视频里的一对男女主要在做什么？,伏案学习,田间劳作,争吵打架,亲密互动,D,9.334
vid_0357,0357.mp4,4,视频主要展示的是什么？,各类交通工具,卡通动漫人物,山川河流风景,真实宠物猫狗,B,9.334
vid_0358,0358.mp4,6,视频中带楼梯的大型雕塑是什么造型？,巨型树干,巨型手掌,巨型花瓶,巨型石碑,B,9.334
vid_0359,0359.mp4,1,视频主要展示的内容是什么？,多幅动物照片,多幅风景照片,多幅人物照片,多幅美食照片,C,9.355
vid_0360,0360.mp4,2,视频中的人物主要在做什么？,在教室上课,进行高空绳索活动,在厨房做饭,在操场踢球,B,9.355
vid_0361,0361.mp4,3,视频中女生拿着物品主要在做什么？,切水果,写字画画,向外喷水,织毛衣,C,9.355
vid_0362,0362.mp4,11,视频里出现的人物主要是什么类型？,动漫人物,泥塑人偶,布偶玩具,真实演员,A,9.357
vid_0363,0363.mp4,12,视频中男子主要在做什么？,做饭炒菜,开车赶路,扫地清洁,拍打身前的羊,D,9.357
vid_0364,0364.mp4,8,视频主要展示什么内容？,动物迁徙记录,炒菜做饭过程,舞蹈表演现场,游戏对战画面,D,9.38
vid_0365,0365.mp4,13,视频里的小男孩主要在做什么？,摸自己的头部,吃零食,踢足球,画画,A,9.38
vid_0366,0366.mp4,15,视频里的人物主要在做什么？,炒菜,自拍,睡觉,跳舞,B,9.38
vid_0367,0367.mp4,6,视频中的女生主要在做什么？,画画,做饭,操作手机,跳舞,C,9.402
vid_0368,0368.mp4,13,视频主要拍摄的是什么场景？,果园采摘相关,教室上课相关,厨房做饭相关,道路行车相关,D,9.403
vid_0369,0369.mp4,12,视频中的主要场景是哪里？,海边沙滩,密闭卧室,居民家厨房,教学楼走廊,D,9.403
vid_0370,0370.mp4,15,视频里的人物主要是什么姿态？,站着,躺着,蹲着,坐着,D,9.426
vid_0371,0371.mp4,1,视频中人物背后佩戴着什么装饰？,背包,披风,弓箭,翅膀,D,9.473
vid_0372,0372.mp4,9,视频的主要场景是哪里？,海边,厨房,果园,教室,D,9.496
vid_0373,0373.mp4,3,视频中的男子主要在做什么？,吃饭用餐,对着话筒发言,跳舞表演,伏案写字,B,9.496
vid_0374,0374.mp4,2,视频主要展示什么活动？,打扫房间,弹奏乐器,修理汽车,制作食物,D,9.496
vid_0375,0375.mp4,16,视频中主要展示的人物是？,老年男性,中年男性,年轻女性,年幼孩童,C,9.496
vid_0376,0376.mp4,11,视频展现的主要场景是哪里？,海边,沙漠,森林,草原,A,9.496
vid_0377,0377.mp4,5,视频主要展示的食物是什么？,麻辣火锅,中式水饺,鲜切水果,韩式炸鸡,D,9.541
